,Account Name: Account Name,count,Order_Won,min,max,mean,sum,Bundle,Cloud : New,Cloud : Renewal,Hardware : FRUs,Hardware : Stations,Other Services : CPaaS,Other Services : Validation,Other Support Services : Activation,Warranty : Assure,Warranty : Assure Renewal,LastPurchase,FirstPurchase,output(kW)
162,2075 Woodside Rd,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595,595,0.0
163,209 East Lakeshore Drive Corp,1,1,1465.0,1465.0,1465.0,1465.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,211,211,0.0
164,21 Glen Management,1,1,8900.0,8900.0,8900.0,8900.0,0.0,4708.0,0.0,0.0,0.0,0.0,0.0,0.0,4192.0,0.0,184,184,0.0
165,21 LRS/LGRVM,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514,514,0.0
166,2121 S. El Camino,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534,534,0.0
167,2125 Yale,3,3,350.0,1475.0,838.3333333333334,2515.0,0.0,0.0,674.0,350.0,0.0,0.0,0.0,0.0,0.0,817.0,173,635,0.0
168,2134 Western,1,1,770.0,770.0,770.0,770.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,127,127,0.0
169,2147 MLK Way,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,261,0.0
170,21515 Hawthorne Owner LLC,1,1,4128.0,4128.0,4128.0,4128.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0,401,401,0.0
171,2175 Harbor Bay Parkway,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595,595,0.0
172,"218 South Lamar GP, LLC.",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,288,0.0
173,22 Station Owner Association,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504,504,28.8
174,22-18 Jackson Avenue Realty LLC,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,350,0.0
175,223 E Delaware Apt Building,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504,504,0.0
176,2289739 Alberta Ltd. O/A Fifth Avenue Volkswagen,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518,518,0.0
177,230 Famoso Plaza,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,261,0.0
178,230 Tasman,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583,583,0.0
179,"2300 North Akard Owner, LLC",1,1,3450.0,3450.0,3450.0,3450.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251,251,0.0
180,2300 Wilshire GR Properties,1,1,5263.0,5263.0,5263.0,5263.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,426,426,0.0
181,2300 Windy Ridge LLC,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,184,0.0
182,2310 Rock Street LLC,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,442,0.0
183,23andMe,2,2,700.0,4403.0,2551.5,5103.0,0.0,0.0,316.3333333333333,700.0,0.0,0.0,0.0,0.0,0.0,835.0,309,359,0.0
184,240 Clay Development LLC,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362,362,0.0
185,2424 Mission Street LLC,2,2,1622.0,16934.0,9278.0,18556.0,1.0,1887.0,0.0,50.0,6110.0,0.0,599.0,698.0,1480.0,811.0,202,610,14.4
186,"2440, LLC",1,1,13478.0,13478.0,13478.0,13478.0,1.0,669.0,0.0,0.0,11383.0,0.0,0.0,349.0,0.0,0.0,490,490,22.5
187,2445 M Street,1,1,1316.0,1316.0,1316.0,1316.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432,432,0.0
188,2500 Peachtree Condominium,1,1,1809.0,1809.0,1809.0,1809.0,0.0,1512.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,329,329,0.0
189,2500 South Ocean Blvd Condominium Association Inc,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589,589,0.0
190,2501 Pennsylvania Avenue Condominium Association,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467,467,0.0
191,2515 ECR,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534,534,0.0
192,252 Condominium c/o Allied Partners,3,2,0.0,1380.0,898.6666666666666,2696.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,560,0.0
193,254 Washington Ave,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,351,0.0
194,256-260 Urban Renewal,1,1,13909.0,13909.0,13909.0,13909.0,0.0,4000.0,0.0,0.0,9310.0,0.0,599.0,0.0,0.0,0.0,292,292,24.0
195,26 School Street,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348,348,0.0
196,"260 Properties, LLC",1,1,658.0,658.0,658.0,658.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,302,0.0
197,2600 Island Boulevard Condominium Association,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359,359,0.0
198,2601 West Marina Place,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474,474,0.0
199,2603 Augusta,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,320,0.0
200,2631 Regent Street,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
201,27 Enterprises,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498,498,0.0
202,"27200 Tourney IKG, LLC",3,2,0.0,1398.0,716.0,2148.0,0.0,0.0,329.0,350.0,0.0,0.0,0.0,0.0,0.0,740.0,323,420,0.0
203,273 Egg Harbor Road,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616,616,0.0
204,28 Kent St Apt,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
205,28 Second LLC / Malex Holdings LLC,3,3,375.0,7485.0,4398.0,13194.0,0.0,0.0,889.0,0.0,0.0,0.0,0.0,0.0,7485.0,0.0,278,487,0.0
206,2811 Orchard Pkwy,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626,626,0.0
207,285 Sobrante Way,1,1,6459.0,6459.0,6459.0,6459.0,0.0,0.0,345.0,0.0,0.0,0.0,599.0,0.0,0.0,775.0,246,246,0.0
208,2850 Tigertail Investments LLC,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618,618,0.0
209,2865997 Ontario Inc.,1,1,316.0,316.0,316.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,174,174,0.0
210,287 Hanover,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,442,0.0
211,2905 Montrose Ave,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652,652,0.0
212,2923 Bradley St,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
213,2929 Imperial LLC,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541,541,0.0
214,298 Washington,1,1,8010.0,8010.0,8010.0,8010.0,1.0,586.0,0.0,76.0,5807.0,0.0,509.0,297.0,659.0,0.0,147,147,7.2
215,"2984 T-Pike, LLC",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,261,0.0
216,2H GmbH & Co. KG,3,2,0.0,38755.69,12939.396666666667,38818.19,1.0,4068.185,0.0,62.5,12468.75,0.0,2130.685,710.2249999999999,0.0,0.0,345,419,111.0
217,2Mazda,1,1,5434.0,5434.0,5434.0,5434.0,1.0,1758.0,0.0,0.0,2326.0,0.0,0.0,0.0,1350.0,0.0,258,258,24.0
218,"2k Games, Inc.",2,1,0.0,46868.0,23434.0,46868.0,1.0,10552.0,0.0,380.0,25956.0,0.0,0.0,0.0,9980.0,0.0,295,514,28.8
219,3 & 4 Tannery Brook Condo Association,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,442,0.0
220,3 Phases Renewables,2,2,658.0,725.0,691.5,1383.0,0.0,0.0,329.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,457,498,0.0
221,3.0 University Place,1,1,6011.0,6011.0,6011.0,6011.0,0.0,586.0,0.0,68.0,5060.0,0.0,0.0,297.0,0.0,0.0,154,154,7.2
222,30-02 Associates,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,215,0.0
223,300 North LaSalle,1,1,725.0,725.0,725.0,725.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,511,511,0.0
224,300 River Road,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
225,300 River Road Residences,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579,579,0.0
226,3000 Island Blvd Condominium Association Inc,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579,579,0.0
227,3000 The Plaza,1,1,1750.0,1750.0,1750.0,1750.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,301,301,12.0
228,301 E. 62nd St,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,236,0.0
229,301 Evelyn Ave,1,1,7200.0,7200.0,7200.0,7200.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,110,110,0.0
230,301 Meadowood,1,1,7512.0,7512.0,7512.0,7512.0,1.0,560.0,0.0,54.5,5408.0,0.0,509.0,297.0,629.0,0.0,448,448,7.2
231,"309 East Paces Ferry, LLC",2,2,1398.0,1465.0,1431.5,2863.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,1515.0,191,553,0.0
232,3101 Mabel Street,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
233,311 West Illinois Street Owner LLC,1,1,690.0,690.0,690.0,690.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,180,0.0
234,311-315 Highland Ave Condo Association,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,412,0.0
235,3110 Mount Vernon LLC,3,2,0.0,1039.0,649.3333333333334,1948.0,0.0,970.0,0.0,0.0,0.0,0.0,0.0,698.0,0.0,0.0,91,624,0.0
236,315 Urban Renewal LLC,1,1,7254.0,7254.0,7254.0,7254.0,0.0,2000.0,0.0,0.0,4655.0,0.0,599.0,0.0,0.0,0.0,292,292,12.0
237,323 Boylston St Condo Association,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,351,0.0
238,33 Tehama,1,1,1974.0,1974.0,1974.0,1974.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,316,0.0
239,330 Cocoanut Row,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,139,0.0
240,3300 N. Clark LLC,1,1,690.0,690.0,690.0,690.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,147,0.0
241,3303 Scott Boulevard LLC,2,2,858.0,1430.0,1144.0,2288.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,582,0.0
242,333 By the Sea Condominium Association,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,400,0.0
243,3333 Henry Hudson Parkway,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,236,0.0
244,3333 Weslayan Morgan Group,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546,546,0.0
245,333B Apartments,1,1,770.0,770.0,770.0,770.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,134,134,0.0
246,334 West D. St,2,2,690.0,1398.0,1044.0,2088.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,90,481,0.0
247,"3400 North Central Expressway Owners, LLC",1,1,1316.0,1316.0,1316.0,1316.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449,449,0.0
248,345 Ocean,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524,524,0.0
249,3460 Preston Ridge LLC c/o Colliers,1,1,3556.0,3556.0,3556.0,3556.0,0.0,0.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425,425,0.0
250,35 Club Apartments,1,1,650.0,650.0,650.0,650.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,377,377,0.0
251,"35 W. Wacker Owner, LLC c/o Piedmont Office Mgmt, LLC",1,1,2014.0,2014.0,2014.0,2014.0,0.0,1316.0,0.0,0.0,0.0,0.0,0.0,698.0,0.0,0.0,513,513,0.0
252,35 West at Champions Circle,2,2,1398.0,1516.0,1457.0,2914.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.0,173,553,0.0
253,"3500 Partners, LLC",1,1,325.0,325.0,325.0,325.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,477,477,0.0
254,353 Summer St Condominium Trust,3,3,350.0,690.0,566.0,1698.0,0.0,0.0,674.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,261,616,0.0
255,355 Toyota,1,1,13201.0,13201.0,13201.0,13201.0,0.0,1121.0,0.0,0.0,2506.6666666666665,0.0,0.0,85.0,1634.5,0.0,174,174,43.2
256,36 Management,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,404,0.0
257,360 Apartments,1,1,658.0,658.0,658.0,658.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383,383,0.0
258,360 Condominiums,11,11,1053.0,1053.0,1053.0,11583.0,11.0,0.0,0.0,0.0,11583.0,0.0,0.0,0.0,0.0,0.0,92,128,144.0
259,3643 Empire LLC,1,1,7299.0,7299.0,7299.0,7299.0,1.0,0.0,0.0,0.0,6700.0,0.0,599.0,0.0,0.0,0.0,278,278,48.0
260,365 Hospitality,1,1,31350.0,31350.0,31350.0,31350.0,1.0,0.0,0.0,0.0,0.0,3135.0,0.0,0.0,0.0,0.0,433,433,21.6
261,3700 Sepulveda,1,1,11250.0,11250.0,11250.0,11250.0,1.0,0.0,0.0,0.0,11250.0,0.0,0.0,0.0,0.0,0.0,419,419,120.0
262,3701 Lefever Apts Milestone mgmt,2,2,1286.0,1465.0,1375.5,2751.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.0,118,491,0.0
263,"3701 Noriega ST, LLC.",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,114,0.0
264,3711 Shannon Road Apartments LLC,3,3,1316.0,2926.0,2346.0,7038.0,0.0,0.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.0,98,504,0.0
265,3720 Homes Incorporated,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401,401,0.0
266,"3800 Glenwood Owner, LLC",1,1,4718.0,4718.0,4718.0,4718.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,340,0.0
267,3800 Lake Shore Drive Condominium Association,1,1,10800.0,10800.0,10800.0,10800.0,1.0,0.0,0.0,0.0,0.0,2160.0,0.0,0.0,0.0,0.0,258,258,7.2
268,3810 Riverfront Blvd,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537,537,0.0
269,384 Northyards - Decatur,1,1,2796.0,2796.0,2796.0,2796.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,540,540,0.0
270,388 Market,1,1,700.0,700.0,700.0,700.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,581,581,0.0
271,392 C P W Condominium,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,236,0.0
272,3CDC,1,1,8476.0,8476.0,8476.0,8476.0,0.0,4484.0,0.0,0.0,0.0,0.0,0.0,0.0,3992.0,0.0,330,330,0.0
273,3M,1,1,26670.0,26670.0,26670.0,26670.0,1.0,5540.0,0.0,160.0,15570.0,0.0,0.0,0.0,5240.0,0.0,138,138,14.4
274,3M - HQ,2,1,0.0,15133.0,7566.5,15133.0,0.0,0.0,321.97872340425533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,568,0.0
275,3M Center - HQ,1,1,2200.0,2200.0,2200.0,2200.0,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,359,359,0.0
276,3M ESPAÑA SL,4,2,0.0,11621.59,5810.795,23243.18,0.0,5590.9,0.0,0.0,16800.0,0.0,0.0,852.28,0.0,0.0,110,206,133.2
277,4 Corners Square Flats,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,412,0.0
278,4 Creeks Santa Fe,1,1,7733.0,7733.0,7733.0,7733.0,1.0,586.0,0.0,60.0,5562.0,0.0,509.0,297.0,659.0,0.0,175,175,7.2
279,4 Union Associates LLC,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477,477,0.0
280,40 Oaks Cohousing,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381,381,0.0
281,400 & 600 Corporate Pointe,2,1,0.0,3948.0,1974.0,3948.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,477,0.0
282,400 Barr Harbor,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
283,400 Dexter | ARE,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,369,0.0
284,400 E OHIO CONDOMINIUM Assoc.,1,1,6840.0,6840.0,6840.0,6840.0,1.0,0.0,0.0,0.0,0.0,2280.0,0.0,0.0,0.0,0.0,328,328,7.2
285,400 Howard,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,200,0.0
286,400 Queen Anne Ave - Westminster Management,1,1,49524.0,49524.0,49524.0,49524.0,3.0,1465.0,0.0,208.0,19812.0,0.0,510.0,894.0,1977.0,0.0,154,154,43.2
287,400 Rosecrans LLC,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,139,0.0
288,4014 Camino Ranchero,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,442,0.0
289,404 Reef Club LLC,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
290,4040 Wilson Sub-I LLC,2,2,375.0,2252.0,1313.5,2627.0,0.0,0.0,225.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348,348,0.0
291,4110 Fairmount Apartments,2,2,650.0,690.0,670.0,1340.0,0.0,0.0,345.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,230,370,0.0
292,412 Madison Street,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,292,0.0
293,415 Investment Group,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
294,416 Queens Rd. HOA,1,1,1544.0,1544.0,1544.0,1544.0,1.0,204.0,0.0,0.0,1340.0,0.0,0.0,0.0,0.0,0.0,202,202,12.0
295,42 Hotel,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,331,0.0
296,425 Broadway Apartments,1,1,1025.0,1025.0,1025.0,1025.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,512,0.0
297,429 University,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371,371,0.0
298,433 Midvale Apartments,1,1,1150.0,1150.0,1150.0,1150.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,370,370,0.0
299,4340 Fulton Apartments,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,442,0.0
300,44 Maple Hill Road,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201,201,0.0
301,44 North Beacon Street,1,1,10437.0,10437.0,10437.0,10437.0,2.0,560.0,0.0,0.0,7516.0,0.0,509.0,594.0,1258.0,0.0,477,477,14.4
302,"440 S LaSalle (Chicago) Owner, LLC",2,2,1250.0,1316.0,1283.0,2566.0,0.0,0.0,329.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,287,463,0.0
303,4433 South Alameda LLC,3,2,0.0,690.0,449.3333333333333,1348.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232,573,0.0
304,444 De Haro LP,1,1,2796.0,2796.0,2796.0,2796.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,299,299,0.0
305,45 Madison Apartments,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,268,0.0
306,4501 Cerritos LLC,1,1,2121.0,2121.0,2121.0,2121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2121.0,0.0,512,512,0.0
307,455 Market St.,4,2,0.0,700.0,347.5,1390.0,0.0,0.0,345.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,114,575,0.0
308,4561 Colorado Blvd,1,1,76592.0,76592.0,76592.0,76592.0,5.5,2940.0,0.0,387.0,28919.0,0.0,763.5,1633.5,3459.5,0.0,392,392,79.2
309,45th Street Office Park - Colliers,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381,381,0.0
310,46 Penn Apts,1,1,725.0,725.0,725.0,725.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,370,370,0.0
311,4600 Ross,1,1,690.0,690.0,690.0,690.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,286,0.0
312,4601 DPC Office Owner LLC,1,1,5022.0,5022.0,5022.0,5022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.0,1987.5,0.0,595,595,0.0
313,475 Brannan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,139,0.0
314,4750 Sepulveda,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
315,4751 CA-1 HOA,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381,381,0.0
316,"48 East Avenue Condominium Community, Inc.",1,1,2188.0,2188.0,2188.0,2188.0,0.0,792.0,0.0,0.0,0.0,0.0,0.0,1396.0,0.0,0.0,139,139,0.0
317,480 Rutherford LLC,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
318,488 Almaden Owner LLC,1,1,6929.0,6929.0,6929.0,6929.0,0.0,987.0,0.0,0.0,0.0,0.0,599.0,698.0,1480.0,0.0,498,498,0.0
319,495 BC Acquisitions,1,1,1465.0,1465.0,1465.0,1465.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,230,230,0.0
320,495 Mazda,1,1,6734.0,6734.0,6734.0,6734.0,1.0,1758.0,0.0,0.0,3946.0,0.0,0.0,0.0,1030.0,0.0,259,259,24.0
321,4M Investment,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,0.0
322,5 MLK,1,1,770.0,770.0,770.0,770.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,124,124,0.0
323,"5 SIMMONS ST., LLC",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,350,0.0
324,50 E Bellevue,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,200,0.0
325,50 Jones,1,1,1642.0,1642.0,1642.0,1642.0,0.0,0.0,328.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,0.0
326,"500 Arguello, LLC",2,2,700.0,2070.0,1385.0,2770.0,0.0,0.0,345.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,245,282,0.0
